,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.001,0.001,0.000,0.447,
Stroke,0.149,0.009,0.017,0.447,
accuracy,0.001,0.001,0.001,0.001,0.017
macro avg,0.075,0.004,0.009,0.000,
weighted avg,0.008,0.001,0.001,0.000,
