,precision,recall,f1-score,support,ROC_AUC
Bad,0.728,0.745,0.736,1027.200,
Good,0.716,0.697,0.707,947.000,
accuracy,0.722,0.722,0.722,0.722,0.791
macro avg,0.722,0.721,0.721,1974.200,
weighted avg,0.722,0.722,0.722,1974.200,
