,precision,recall,f1-score,support,ROC_AUC
Bad,0.728±0.012,0.745±0.014,0.736±0.009,1027.200±0.447,nan±nan
Good,0.716±0.011,0.697±0.019,0.707±0.012,947.000±0.000,nan±nan
accuracy,0.722±0.010,0.722±0.010,0.722±0.010,0.722±0.010,0.791±0.012
macro avg,0.722±0.010,0.721±0.010,0.721±0.010,1974.200±0.447,nan±nan
weighted avg,0.722±0.010,0.722±0.010,0.722±0.010,1974.200±0.447,nan±nan
