,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.6613545816733067,0.83,0.7361419068736141,400.0,
Potable,0.5555555555555556,0.3333333333333333,0.4166666666666667,255.0,
accuracy,0.6366412213740458,0.6366412213740458,0.6366412213740458,0.6366412213740458,0.6285588235294117
macro avg,0.6084550686144312,0.5816666666666667,0.5764042867701404,655.0,
weighted avg,0.6201656478412051,0.6366412213740458,0.6117660499991536,655.0,
