,precision,recall,f1-score,support,ROC_AUC
No subscription,0.908±0.001,0.977±0.001,0.941±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.591±0.014,0.256±0.013,0.357±0.014,1057.800±0.447,nan±nan
accuracy,0.892±0.002,0.892±0.002,0.892±0.002,0.892±0.002,0.790±0.009
macro avg,0.749±0.008,0.616±0.006,0.649±0.008,9042.200±0.447,nan±nan
weighted avg,0.871±0.003,0.892±0.002,0.873±0.002,9042.200±0.447,nan±nan
