,precision,recall,f1-score,support,ROC_AUC
No subscription,0.908,0.977,0.941,7984.400,
"Yes, subscribed",0.591,0.256,0.357,1057.800,
accuracy,0.892,0.892,0.892,0.892,0.790
macro avg,0.749,0.616,0.649,9042.200,
weighted avg,0.871,0.892,0.873,9042.200,
