,precision,recall,f1-score,support,ROC_AUC
No subscription,0.001,0.001,0.001,0.548,
"Yes, subscribed",0.014,0.013,0.014,0.447,
accuracy,0.002,0.002,0.002,0.002,0.009
macro avg,0.008,0.006,0.008,0.447,
weighted avg,0.003,0.002,0.002,0.447,
