,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.676±0.012,0.875±0.031,0.762±0.017,399.600±0.548,nan±nan
Potable,0.641±0.061,0.343±0.031,0.446±0.032,255.600±0.548,nan±nan
accuracy,0.668±0.021,0.668±0.021,0.668±0.021,0.668±0.021,0.679±0.034
macro avg,0.658±0.036,0.609±0.020,0.604±0.022,655.200±0.447,nan±nan
weighted avg,0.662±0.030,0.668±0.021,0.639±0.021,655.200±0.447,nan±nan
