,precision,recall,f1-score,support,ROC_AUC
Churn,0.023,0.034,0.028,0.447,
No Churn,0.009,0.007,0.006,0.447,
accuracy,0.011,0.011,0.011,0.011,0.012
macro avg,0.016,0.018,0.017,0.548,
weighted avg,0.012,0.011,0.012,0.548,
