,precision,recall,f1-score,support,ROC_AUC
Churn,0.644,0.525,0.578,373.800,
No Churn,0.839,0.895,0.866,1034.800,
accuracy,0.797,0.797,0.797,0.797,0.837
macro avg,0.742,0.710,0.722,1408.600,
weighted avg,0.788,0.797,0.790,1408.600,
