,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.954,0.988,0.971,972.200,
Stroke,0.227,0.068,0.103,49.800,
accuracy,0.943,0.943,0.943,0.943,0.803
macro avg,0.591,0.528,0.537,1022.000,
weighted avg,0.919,0.943,0.928,1022.000,
