,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.002,0.006,0.003,0.447,
Stroke,0.115,0.037,0.051,0.447,
accuracy,0.005,0.005,0.005,0.005,0.011
macro avg,0.058,0.017,0.026,0.000,
weighted avg,0.007,0.005,0.004,0.000,
