,precision,recall,f1-score,support,ROC_AUC
No subscription,0.910±0.001,0.897±0.003,0.903±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.297±0.006,0.329±0.013,0.312±0.009,1057.800±0.447,nan±nan
accuracy,0.830±0.002,0.830±0.002,0.830±0.002,0.830±0.002,0.613±0.006
macro avg,0.603±0.004,0.613±0.006,0.608±0.004,9042.200±0.447,nan±nan
weighted avg,0.838±0.002,0.830±0.002,0.834±0.002,9042.200±0.447,nan±nan
