,precision,recall,f1-score,support,ROC_AUC
No subscription,0.001,0.003,0.001,0.548,
"Yes, subscribed",0.006,0.013,0.009,0.447,
accuracy,0.002,0.002,0.002,0.002,0.006
macro avg,0.004,0.006,0.004,0.447,
weighted avg,0.002,0.002,0.002,0.447,
