,precision,recall,f1-score,support,ROC_AUC
Bad,0.726±0.011,0.743±0.005,0.735±0.006,1027.200±0.447,nan±nan
Good,0.714±0.006,0.696±0.016,0.705±0.011,947.000±0.000,nan±nan
accuracy,0.720±0.008,0.720±0.008,0.720±0.008,0.720±0.008,0.781±0.008
macro avg,0.720±0.008,0.720±0.009,0.720±0.009,1974.200±0.447,nan±nan
weighted avg,0.720±0.008,0.720±0.008,0.720±0.009,1974.200±0.447,nan±nan
