,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.864,0.857,0.861,22063.200,
Rain tomorrow,0.520,0.535,0.527,6375.400,
accuracy,0.785,0.785,0.785,0.785,0.696
macro avg,0.692,0.696,0.694,28438.600,
weighted avg,0.787,0.785,0.786,28438.600,
