,precision,recall,f1-score,support,ROC_AUC
No subscription,0.002,0.001,0.001,0.548,
"Yes, subscribed",0.036,0.018,0.026,0.447,
accuracy,0.002,0.002,0.002,0.002,0.013
macro avg,0.019,0.009,0.013,0.447,
weighted avg,0.006,0.002,0.004,0.447,
