,precision,recall,f1-score,support,ROC_AUC
No subscription,0.898,0.988,0.941,7984.400,
"Yes, subscribed",0.625,0.155,0.248,1057.800,
accuracy,0.890,0.890,0.890,0.890,0.758
macro avg,0.762,0.571,0.595,9042.200,
weighted avg,0.866,0.890,0.860,9042.200,
