,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902±0.002,0.983±0.001,0.941±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.608±0.025,0.193±0.015,0.293±0.020,1057.800±0.447,nan±nan
accuracy,0.891±0.002,0.891±0.002,0.891±0.002,0.891±0.002,0.780±0.011
macro avg,0.755±0.013,0.588±0.008,0.617±0.010,9042.200±0.447,nan±nan
weighted avg,0.868±0.004,0.891±0.002,0.865±0.003,9042.200±0.447,nan±nan
