,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902,0.983,0.941,7984.400,
"Yes, subscribed",0.608,0.193,0.293,1057.800,
accuracy,0.891,0.891,0.891,0.891,0.780
macro avg,0.755,0.588,0.617,9042.200,
weighted avg,0.868,0.891,0.865,9042.200,
