,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.885,0.935,0.909,4944.000,
Income > 50K,0.750,0.619,0.678,1568.200,
accuracy,0.858,0.858,0.858,0.858,0.915
macro avg,0.818,0.777,0.794,6512.200,
weighted avg,0.853,0.858,0.854,6512.200,
