,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.880588460068781,0.9322411003236246,0.905678915307526,4944.0,
Income > 50K,0.7378716744913928,0.6014030612244898,0.6626844694307801,1568.0,
accuracy,0.8525798525798526,0.8525798525798526,0.8525798525798526,0.8525798525798526,0.9146313713592233
macro avg,0.809230067280087,0.7668220807740572,0.7841816923691531,6512.0,
weighted avg,0.8462242217725058,0.8525798525798526,0.8471691961529287,6512.0,
