,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.885±0.003,0.935±0.005,0.909±0.002,4944.000±0.000,nan±nan
Income > 50K,0.750±0.012,0.619±0.014,0.678±0.009,1568.200±0.447,nan±nan
accuracy,0.858±0.004,0.858±0.004,0.858±0.004,0.858±0.004,0.915±0.002
macro avg,0.818±0.006,0.777±0.006,0.794±0.006,6512.200±0.447,nan±nan
weighted avg,0.853±0.004,0.858±0.004,0.854±0.004,6512.200±0.447,nan±nan
