,precision,recall,f1-score,support,ROC_AUC
Bad,0.745±0.015,0.761±0.012,0.753±0.012,1027.250±0.500,nan±nan
Good,0.735±0.013,0.717±0.021,0.726±0.016,947.000±0.000,nan±nan
accuracy,0.740±0.014,0.740±0.014,0.740±0.014,0.740±0.014,0.810±0.010
macro avg,0.740±0.014,0.739±0.014,0.739±0.014,1974.250±0.500,nan±nan
weighted avg,0.740±0.014,0.740±0.014,0.740±0.014,1974.250±0.500,nan±nan
