,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.626±0.005,0.914±0.023,0.743±0.008,399.600±0.548,nan±nan
Potable,0.525±0.036,0.146±0.029,0.227±0.037,255.600±0.548,nan±nan
accuracy,0.615±0.009,0.615±0.009,0.615±0.009,0.615±0.009,0.573±0.033
macro avg,0.576±0.020,0.530±0.009,0.485±0.018,655.200±0.447,nan±nan
weighted avg,0.587±0.017,0.615±0.009,0.542±0.014,655.200±0.447,nan±nan
