,precision,recall,f1-score,support,ROC_AUC
No subscription,0.9002972787560027,0.98609893550407,0.9412467874006336,7985.0,
"Yes, subscribed",0.6262626262626263,0.1758034026465028,0.2745387453874539,1058.0,
accuracy,0.8912971359062258,0.8912971359062258,0.8912971359062258,0.8912971359062258,0.7578092429922361
macro avg,0.7632799525093146,0.5809511690752864,0.6078927663940438,9043.0,
weighted avg,0.8682361638231274,0.8912971359062258,0.8632442320042005,9043.0,
