,precision,recall,f1-score,support,ROC_AUC
College,0.905,0.914,0.908,100.000,
No College,0.914,0.900,0.906,100.000,
accuracy,0.907,0.907,0.907,0.907,0.968
macro avg,0.909,0.907,0.907,200.000,
weighted avg,0.909,0.907,0.907,200.000,
