,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.712±0.018,0.659±0.088,0.682±0.052,399.600±0.548,nan±nan
Potable,0.528±0.045,0.584±0.060,0.552±0.027,255.600±0.548,nan±nan
accuracy,0.630±0.038,0.630±0.038,0.630±0.038,0.630±0.038,0.680±0.025
macro avg,0.620±0.029,0.622±0.028,0.617±0.032,655.200±0.447,nan±nan
weighted avg,0.640±0.026,0.630±0.038,0.631±0.036,655.200±0.447,nan±nan
