,precision,recall,f1-score,support,ROC_AUC
Bad,0.737±0.019,0.754±0.007,0.745±0.010,1027.200±0.447,nan±nan
Good,0.726±0.008,0.708±0.029,0.717±0.018,947.000±0.000,nan±nan
accuracy,0.732±0.013,0.732±0.013,0.732±0.013,0.732±0.013,0.804±0.010
macro avg,0.732±0.013,0.731±0.014,0.731±0.014,1974.200±0.447,nan±nan
weighted avg,0.732±0.013,0.732±0.013,0.732±0.014,1974.200±0.447,nan±nan
