,precision,recall,f1-score,support,ROC_AUC
Bad,0.737,0.754,0.745,1027.200,
Good,0.726,0.708,0.717,947.000,
accuracy,0.732,0.732,0.732,0.732,0.804
macro avg,0.732,0.731,0.731,1974.200,
weighted avg,0.732,0.732,0.732,1974.200,
