,precision,recall,f1-score,support,ROC_AUC
Bad,0.019,0.007,0.010,0.447,
Good,0.008,0.029,0.018,0.000,
accuracy,0.013,0.013,0.013,0.013,0.010
macro avg,0.013,0.014,0.014,0.447,
weighted avg,0.013,0.013,0.014,0.447,
