,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.952,0.999,0.975,972.200,
Stroke,0.500,0.012,0.023,49.800,
accuracy,0.951,0.951,0.951,0.951,0.800
macro avg,0.726,0.506,0.499,1022.000,
weighted avg,0.930,0.951,0.929,1022.000,
