,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.9519607843137254,0.998971193415638,0.9748995983935742,972.0,
Stroke,0.5,0.02,0.0384615384615384,50.0,
accuracy,0.9510763209393346,0.9510763209393346,0.9510763209393346,0.9510763209393346,0.7911522633744856
macro avg,0.7259803921568627,0.5094855967078189,0.5066805684275564,1022.0,
weighted avg,0.929849199953954,0.9510763209393346,0.9290856032892671,1022.0,
