,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.000,0.001,0.001,0.447,
Stroke,0.500,0.011,0.021,0.447,
accuracy,0.001,0.001,0.001,0.001,0.018
macro avg,0.250,0.006,0.011,0.000,
weighted avg,0.024,0.001,0.001,0.000,
