,precision,recall,f1-score,support,ROC_AUC
No subscription,0.901,0.985,0.941,7984.400,
"Yes, subscribed",0.622,0.184,0.284,1057.800,
accuracy,0.891,0.891,0.891,0.891,0.774
macro avg,0.762,0.585,0.613,9042.200,
weighted avg,0.868,0.891,0.864,9042.200,
