,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.688±0.012,0.754±0.017,0.720±0.013,792.600±0.548,nan±nan
Recidivism,0.661±0.018,0.582±0.020,0.619±0.017,650.200±0.447,nan±nan
accuracy,0.677±0.014,0.677±0.014,0.677±0.014,0.677±0.014,0.724±0.017
macro avg,0.674±0.015,0.668±0.014,0.669±0.014,1442.800±0.447,nan±nan
weighted avg,0.676±0.014,0.677±0.014,0.674±0.014,1442.800±0.447,nan±nan
