,precision,recall,f1-score,support,ROC_AUC
Churn,0.665,0.476,0.552,373.800,
No Churn,0.829,0.913,0.868,1034.800,
accuracy,0.797,0.797,0.797,0.797,0.835
macro avg,0.747,0.694,0.710,1408.600,
weighted avg,0.785,0.797,0.784,1408.600,
