,precision,recall,f1-score,support,ROC_AUC
Churn,0.032,0.065,0.045,0.447,
No Churn,0.015,0.019,0.007,0.447,
accuracy,0.011,0.011,0.011,0.011,0.015
macro avg,0.017,0.026,0.024,0.548,
weighted avg,0.013,0.011,0.015,0.548,
