,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.887,0.927,0.906,4944.000,
Income > 50K,0.731,0.627,0.675,1568.200,
accuracy,0.855,0.855,0.855,0.855,0.903
macro avg,0.809,0.777,0.791,6512.200,
weighted avg,0.849,0.855,0.851,6512.200,
