,precision,recall,f1-score,support,ROC_AUC
College,0.870,0.880,0.874,100.000,
No College,0.879,0.866,0.872,100.000,
accuracy,0.873,0.873,0.873,0.873,0.952
macro avg,0.875,0.873,0.873,200.000,
weighted avg,0.875,0.873,0.873,200.000,
