,precision,recall,f1-score,support,ROC_AUC
College,0.870±0.041,0.880±0.029,0.874±0.015,100.000±0.000,nan±nan
No College,0.879±0.022,0.866±0.052,0.872±0.022,100.000±0.000,nan±nan
accuracy,0.873±0.018,0.873±0.018,0.873±0.018,0.873±0.018,0.952±0.008
macro avg,0.875±0.016,0.873±0.018,0.873±0.018,200.000±0.000,nan±nan
weighted avg,0.875±0.016,0.873±0.018,0.873±0.018,200.000±0.000,nan±nan
