,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.869±0.002,0.946±0.001,0.906±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.731±0.004,0.507±0.007,0.599±0.006,6375.400±0.548,nan±nan
accuracy,0.848±0.002,0.848±0.002,0.848±0.002,0.848±0.002,0.873±0.003
macro avg,0.800±0.003,0.726±0.003,0.752±0.003,28438.600±0.548,nan±nan
weighted avg,0.838±0.002,0.848±0.002,0.837±0.002,28438.600±0.548,nan±nan
