,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.869,0.946,0.906,22063.200,
Rain tomorrow,0.731,0.507,0.599,6375.400,
accuracy,0.848,0.848,0.848,0.848,0.873
macro avg,0.800,0.726,0.752,28438.600,
weighted avg,0.838,0.848,0.837,28438.600,
