,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.887±0.003,0.935±0.004,0.910±0.002,4944.000±0.000,nan±nan
Income > 50K,0.753±0.010,0.623±0.010,0.682±0.008,1568.200±0.447,nan±nan
accuracy,0.860±0.003,0.860±0.003,0.860±0.003,0.860±0.003,0.916±0.002
macro avg,0.820±0.006,0.779±0.005,0.796±0.005,6512.200±0.447,nan±nan
weighted avg,0.854±0.004,0.860±0.003,0.855±0.003,6512.200±0.447,nan±nan
