,precision,recall,f1-score,support,ROC_AUC
Churn,0.015,0.023,0.019,0.447,
No Churn,0.007,0.003,0.004,0.447,
accuracy,0.007,0.007,0.007,0.007,0.012
macro avg,0.010,0.012,0.012,0.548,
weighted avg,0.009,0.007,0.008,0.548,
