,precision,recall,f1-score,support,ROC_AUC
Churn,0.670,0.532,0.593,373.800,
No Churn,0.843,0.905,0.873,1034.800,
accuracy,0.806,0.806,0.806,0.806,0.849
macro avg,0.756,0.719,0.733,1408.600,
weighted avg,0.797,0.806,0.799,1408.600,
