,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.705±0.016,0.753±0.015,0.728±0.013,792.600±0.548,nan±nan
Recidivism,0.671±0.018,0.615±0.025,0.642±0.020,650.200±0.447,nan±nan
accuracy,0.691±0.016,0.691±0.016,0.691±0.016,0.691±0.016,0.744±0.017
macro avg,0.688±0.016,0.684±0.016,0.685±0.016,1442.800±0.447,nan±nan
weighted avg,0.689±0.016,0.691±0.016,0.689±0.016,1442.800±0.447,nan±nan
