,precision,recall,f1-score,support,ROC_AUC
Bad,0.748356807511737,0.7752918287937743,0.7615862398471093,1028.0,
Good,0.7461538461538462,0.7170010559662091,0.7312870220786215,947.0,
accuracy,0.7473417721518988,0.7473417721518988,0.7473417721518988,0.7473417721518988,0.8148237933428931
macro avg,0.7472553268327916,0.7461464423799917,0.7464366309628654,1975.0,
weighted avg,0.7473005014834219,0.7473417721518988,0.7470579566943205,1975.0,
