,precision,recall,f1-score,support,ROC_AUC
Bad,0.738,0.755,0.746,1027.200,
Good,0.727,0.709,0.718,947.000,
accuracy,0.733,0.733,0.733,0.733,0.802
macro avg,0.733,0.732,0.732,1974.200,
weighted avg,0.733,0.733,0.733,1974.200,
