,precision,recall,f1-score,support,ROC_AUC
Bad,0.738±0.013,0.755±0.015,0.746±0.010,1027.200±0.447,nan±nan
Good,0.727±0.012,0.709±0.020,0.718±0.013,947.000±0.000,nan±nan
accuracy,0.733±0.010,0.733±0.010,0.733±0.010,0.733±0.010,0.802±0.010
macro avg,0.733±0.010,0.732±0.011,0.732±0.011,1974.200±0.447,nan±nan
weighted avg,0.733±0.010,0.733±0.010,0.733±0.011,1974.200±0.447,nan±nan
