,precision,recall,f1-score,support,ROC_AUC
College,0.875±0.038,0.862±0.036,0.867±0.009,100.000±0.000,nan±nan
No College,0.865±0.025,0.874±0.050,0.868±0.016,100.000±0.000,nan±nan
accuracy,0.868±0.012,0.868±0.012,0.868±0.012,0.868±0.012,0.951±0.006
macro avg,0.870±0.010,0.868±0.012,0.868±0.012,200.000±0.000,nan±nan
weighted avg,0.870±0.010,0.868±0.012,0.868±0.012,200.000±0.000,nan±nan
