,precision,recall,f1-score,support,ROC_AUC
College,0.038,0.036,0.009,0.000,
No College,0.025,0.050,0.016,0.000,
accuracy,0.012,0.012,0.012,0.012,0.006
macro avg,0.010,0.012,0.012,0.000,
weighted avg,0.010,0.012,0.012,0.000,
