,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.008,0.020,0.010,0.548,
Potable,0.042,0.027,0.032,0.548,
accuracy,0.012,0.012,0.012,0.012,0.016
macro avg,0.024,0.013,0.018,0.447,
weighted avg,0.021,0.012,0.015,0.447,
