,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.629,0.885,0.735,399.600,
Potable,0.504,0.182,0.267,255.600,
accuracy,0.611,0.611,0.611,0.611,0.561
macro avg,0.566,0.534,0.501,655.200,
weighted avg,0.580,0.611,0.552,655.200,
