,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.699±0.014,0.764±0.012,0.730±0.013,792.600±0.548,nan±nan
Recidivism,0.675±0.017,0.598±0.022,0.634±0.019,650.200±0.447,nan±nan
accuracy,0.689±0.015,0.689±0.015,0.689±0.015,0.689±0.015,0.740±0.015
macro avg,0.687±0.016,0.681±0.016,0.682±0.016,1442.800±0.447,nan±nan
weighted avg,0.688±0.015,0.689±0.015,0.687±0.015,1442.800±0.447,nan±nan
