,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.001,0.004,0.001,0.447,
Stroke,0.120,0.023,0.036,0.447,
accuracy,0.003,0.003,0.003,0.003,0.015
macro avg,0.061,0.010,0.018,0.000,
weighted avg,0.007,0.003,0.001,0.000,
