,precision,recall,f1-score,support,ROC_AUC
No subscription,0.9037709818349046,0.9845941883767536,0.9424529432921712,7984.0,
"Yes, subscribed",0.6424418604651163,0.2088846880907372,0.3152639087018545,1058.0,
accuracy,0.893828798938288,0.893828798938288,0.893828798938288,0.893828798938288,0.7722958914047376
macro avg,0.7731064211500105,0.5967394382337454,0.6288584259970129,9042.0,
weighted avg,0.8731929890889152,0.893828798938288,0.8690658609435145,9042.0,
