,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.681±0.005,0.885±0.027,0.770±0.013,399.600±0.548,nan±nan
Potable,0.666±0.051,0.353±0.009,0.461±0.008,255.600±0.548,nan±nan
accuracy,0.677±0.014,0.677±0.014,0.677±0.014,0.677±0.014,0.686±0.017
macro avg,0.674±0.028,0.619±0.010,0.615±0.010,655.200±0.447,nan±nan
weighted avg,0.675±0.023,0.677±0.014,0.649±0.010,655.200±0.447,nan±nan
