,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.005,0.027,0.013,0.548,
Potable,0.051,0.009,0.008,0.548,
accuracy,0.014,0.014,0.014,0.014,0.017
macro avg,0.028,0.010,0.010,0.447,
weighted avg,0.023,0.014,0.010,0.447,
