,precision,recall,f1-score,support,ROC_AUC
No College,0.8660714285714286,0.97,0.9150943396226416,100.0,
College,0.9659090909090908,0.85,0.9042553191489362,100.0,
accuracy,0.91,0.91,0.91,0.91,0.97835
macro avg,0.9159902597402598,0.91,0.9096748293857888,200.0,
weighted avg,0.9159902597402598,0.91,0.9096748293857888,200.0,
