,precision,recall,f1-score,support,ROC_AUC
College,0.895±0.043,0.906±0.042,0.899±0.008,100.000±0.000,nan±nan
No College,0.907±0.034,0.890±0.050,0.897±0.012,100.000±0.000,nan±nan
accuracy,0.898±0.009,0.898±0.009,0.898±0.009,0.898±0.009,0.964±0.011
macro avg,0.901±0.011,0.898±0.009,0.898±0.009,200.000±0.000,nan±nan
weighted avg,0.901±0.011,0.898±0.009,0.898±0.009,200.000±0.000,nan±nan
