,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.821,0.490,0.612,22063.200,
Rain tomorrow,0.263,0.628,0.370,6375.400,
accuracy,0.521,0.521,0.521,0.521,0.579
macro avg,0.542,0.559,0.491,28438.600,
weighted avg,0.696,0.521,0.558,28438.600,
