,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.005,0.048,0.037,0.447,
Rain tomorrow,0.004,0.048,0.005,0.548,
accuracy,0.027,0.027,0.027,0.027,0.003
macro avg,0.001,0.002,0.016,0.548,
weighted avg,0.003,0.027,0.028,0.548,
