,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.821±0.005,0.490±0.048,0.612±0.037,22063.200±0.447,nan±nan
Rain tomorrow,0.263±0.004,0.628±0.048,0.370±0.005,6375.400±0.548,nan±nan
accuracy,0.521±0.027,0.521±0.027,0.521±0.027,0.521±0.027,0.579±0.003
macro avg,0.542±0.001,0.559±0.002,0.491±0.016,28438.600±0.548,nan±nan
weighted avg,0.696±0.003,0.521±0.027,0.558±0.028,28438.600±0.548,nan±nan
